Fájlnév;Hiba típus;Részletek
._38464.pdf;OCR_FAILED;Nem olvasható szöveg
._38501.pdf;OCR_FAILED;Nem olvasható szöveg
._38532.pdf;OCR_FAILED;Nem olvasható szöveg
._38562.pdf;OCR_FAILED;Nem olvasható szöveg
._38598.pdf;OCR_FAILED;Nem olvasható szöveg
._38611.pdf;OCR_FAILED;Nem olvasható szöveg
._38626.pdf;OCR_FAILED;Nem olvasható szöveg
._38627.pdf;OCR_FAILED;Nem olvasható szöveg
._38628.pdf;OCR_FAILED;Nem olvasható szöveg
._38643.pdf;OCR_FAILED;Nem olvasható szöveg
._38732.pdf;OCR_FAILED;Nem olvasható szöveg
._38739.pdf;OCR_FAILED;Nem olvasható szöveg
